rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
88,Green Bay,Horz,25-8,97.47159000682399,96,86.99179766548383,80,0.7871936764342008,88,25.019826789121222,8.980173210878778,17.0,3.0,17-3,0.4277546174712999,0.6083503498772632,0.3390163703416028,0.4443843224494916,0.6083503498772632,0.3390163703416028,0.8067342382661371,0.6107541291368526,92.30563724800304,94.0184302856133,93.07262747150752,93.48108616867803,98.55133911507941,88.61456839578842,110.55156670603067,93.17395469061285,0.8772518367375374,3.0,0.013431326296834745,1404.0,1171.0,1360.7799999999997,1.0317611957847708,0.8605358691338792,0.0,0.85,-3.549491107773203,86,139,67.2460081627649
89,Idaho,BSky,29-5,96.99068090254318,103,86.62035935665915,75,0.7859056913772599,89,29.026005250878494,5.973994749121505,17.0,1.0,17-1,0.36473860010466325,0.28549083162715977,0.39960952364187985,0.3826297440074098,0.28549083162715977,0.39960952364187985,0.8677505001186785,0.9077124296924377,90.06843414994418,94.25590988913294,90.81076534649516,93.70795742348962,96.62661040171879,85.37362433081542,98.64514617680673,84.83923426916363,0.8499062096782997,1.0,0.03995242765638596,1363.0,1143.0,1373.72,0.9921963718952916,0.8320472876568733,0.0,0.9444444444444444,-2.3067745434180553,70,72,73.55416583348767
90,Santa Clara,WCC,24-9,103.60161982202641,62,92.6899681170247,185,0.7824270078570658,90,24.15203848280762,9.847961517192385,13.0,5.0,13-5,0.541007106683899,0.5569845607799382,0.5092717788536718,0.55277022236137,0.5569845607799382,0.5092717788536718,0.7860661497902528,0.752104759816385,93.78737829643056,90.95785942377366,94.16007933230135,90.71216235231358,102.9096567034068,95.31335569000339,98.55359511585638,93.73875996374981,0.640151236753662,1.0,0.05682435902832772,1445.0,1297.0,1381.2800000000002,1.0461311247538514,0.9389841306614154,0.0,0.7222222222222222,-4.163159924214636,94,41,74.48199926707885
91,UC Irvine,BW,26-6,100.4942014203329,80,90.07666745706777,130,0.7787758619371118,91,26.303322617217518,6.696677382782484,17.0,3.0,17-3,0.3649919380668658,0.3450679977113753,0.35922544821270463,0.38015292439884174,0.3450679977113753,0.35922544821270463,0.8989459631031338,0.9175939534963483,88.32724221955544,94.32029479282888,88.79091222494279,94.13338641766354,100.28872083990971,88.2859626932627,0.0,0.0,0.0,0.0,-0.009775237005871795,1419.0,1123.0,1353.5400000000002,1.048362072786914,0.8296762563352393,0.0,0.85,-4.065855783152135,91,196,66.22330612489596
92,McNeese St.,Slnd,28-5,94.30052092816837,139,84.82631280235616,56,0.7716463201909407,92,28.15626269534715,5.843737304652851,21.0,1.0,21-1,0.29892725445001367,0.5189833950759055,0.20054743079553028,0.31764911198924534,0.5189833950759055,0.20054743079553028,0.8683116621189958,0.677581501753138,88.64599823986336,96.10403138598402,89.08328458103944,95.6428241232403,94.68018143031139,84.76694358336091,95.65247901947413,86.62776320038485,0.7576180288716062,3.0,0.022539923491722846,1536.0,1140.0,1511.5200000000002,1.0161956176563987,0.7542076849793584,0.0,0.9545454545454546,-1.8802739192953155,63,116,66.3523760214503
93,Cincinnati,B12,11-20,103.54145868727669,63,93.32047965584235,194,0.7676740512643269,93,11.0,20.0,6.0,12.0,6-12,0.7425471422205542,0.532125854487642,0.8734055433606911,0.7425471422205542,0.532125854487642,0.8734055433606911,0.5674418732341628,0.8136714787302579,101.16319503899386,86.75220974233515,101.16319503899386,86.75220974233515,106.0606009160862,93.25230363832794,105.53289283100737,95.02675407669427,0.7695795113689787,12.0,-0.0612782034558233,1213.0,1367.0,1288.58,0.941346288162163,1.06085768830806,0.0,0.3333333333333333,-8.689137374686727,154,321,69.96327512711314
94,Vermont,AE,27-7,96.48171144425376,114,87.03791453593385,81,0.7657758535580844,94,27.019532435319753,7.980467564680249,13.0,3.0,13-3,0.3479839274810335,0.3813273144258608,0.3166990649448691,0.36639550871263227,0.3813273144258608,0.3166990649448691,0.8739451697048342,0.8417357002491616,89.32320325516089,95.20128489342864,90.25037629027472,94.695658447429,98.72617871135259,88.20170614071014,80.22345625947081,83.13254857558925,0.39899984907540387,1.0,-0.017547071083672594,1018.0,799.0,978.4600000000002,1.0404104408969195,0.8165893342599594,0.0,0.8125,-4.423792319030214,97,225,62.66321196784799
95,Quinnipiac,MAAC,26-6,96.56804268387964,110,87.22074929451107,85,0.7632831821200182,95,26.211794040732975,6.788205959267026,19.0,1.0,19-1,0.2588949302810992,0.3845705102423502,0.18228878188654976,0.2784760697795089,0.3845705102423502,0.18228878188654976,0.9055251767159599,0.910536948296583,85.55799903399989,97.13362473308973,85.99959932531551,96.6841904730569,100.51412328225894,88.36292131380215,0.0,0.0,0.0,0.0,-0.04111982134138137,1391.0,983.0,1303.4799999999998,1.06714333936846,0.754135084542916,0.0,0.95,-4.136149648210962,93,285,64.1008995670534
96,Saint Joseph's,A10,20-11,98.70341576711058,88,89.1755917623639,112,0.7626729476056043,96,20.0,11.0,10.0,8.0,10-8,0.5348378342957831,0.47818811085164903,0.5680345417993458,0.5348378342957831,0.47818811085164903,0.5680345417993458,0.7883847918054129,0.7844001510056064,94.03936187145104,90.51850022088492,94.03936187145104,90.51850022088492,95.92454106786009,89.56048845650623,127.43029561164157,97.8855914994912,0.9540585260475622,1.0,-0.0043368636708494,1110.0,1067.0,1190.88,0.9320838371624344,0.8959760849119978,0.0,0.5555555555555556,-5.9297785457482535,113,184,65.8636741973913
97,Loyola Marymount,WCC,21-9,101.21594759907171,77,91.5647859084495,162,0.7599508373951714,97,21.111798508228866,9.888201491771136,15.0,3.0,15-3,0.47130802759226864,0.336586268865459,0.5342648010260517,0.48682529500808547,0.336586268865459,0.5342648010260517,0.838665864397123,0.924513961416395,92.02968509139636,92.60987592242579,92.45766503294303,92.21704699022476,105.73902722704564,91.4898451581175,0.0,0.0,0.0,0.0,-0.025410325488900543,1346.0,1176.0,1280.14,1.0514474979299138,0.9186495227084537,0.0,0.8333333333333334,-5.955119764221251,114,241,67.24507323611984
98,North Texas,Amer,19-14,94.95610554282248,127,86.2679295423696,69,0.7509159775672178,98,19.0,14.0,11.0,7.0,11-7,0.5053384330841612,0.4662120922027157,0.5282188031853847,0.5053384330841612,0.4662120922027157,0.5282188031853847,0.8145182782181595,0.7606781562443842,93.57512154006513,91.43227053629955,93.57512154006513,91.43227053629955,96.79243682424143,86.23271671206317,90.56050218435496,87.22323534286359,0.606302251113633,3.0,-0.10161110596012524,1237.0,1101.0,1294.76,0.955389415799067,0.8503506441348203,0.0,0.6111111111111112,-9.229483826767925,162,357,70.28427215106213
99,Florida St.,ACC,10-21,99.85698119038241,84,90.76534295285006,145,0.749848910526586,99,10.0,21.0,5.0,13.0,5-13,0.7684579856068803,0.6702014130411414,0.8272810744083389,0.7684579856068803,0.6702014130411414,0.8272810744083389,0.5101459105705585,0.57839665370147,102.37860180298328,85.98815579563282,102.37860180298328,85.98815579563282,97.777119799387,91.20473260130962,99.70513891682678,92.35603773135722,0.7069280116583072,15.0,-0.032915632991003196,1212.0,1412.0,1366.2999999999997,0.8870672619483277,1.0334479982434315,0.0,0.2777777777777778,-7.698602912786078,138,269,73.88279048947108
100,Massachusetts,MAC,23-7,96.52109914862004,111,87.81397434652287,95,0.7478581062194102,100,23.0,7.0,15.0,3.0,15-3,0.4310681945561701,0.4518810409675115,0.4112472921906721,0.4310681945561701,0.4518810409675115,0.4112472921906721,0.8699429181452953,0.856198247466806,90.70785745775609,94.03836650480758,90.70785745775609,94.03836650480758,99.53197684724846,90.29572569736557,88.87358604854249,87.51470155759073,0.5441829784565806,1.0,0.026858206939410545,1266.0,1118.0,1259.26,1.0053523497927355,0.8878230071629369,0.0,0.8333333333333334,-4.201496988567483,95,95,68.48275732557812
101,Murray St.,MVC,31-3,106.4197373724785,46,97.03314153253834,261,0.7430520331721898,101,31.03025127614233,3.9697487238576716,19.0,1.0,19-1,0.41575602672627066,0.5264616042858751,0.36857858058669163,0.4321437939695925,0.5264616042858751,0.36857858058669163,0.8440022012055083,0.7527732494584792,92.81487528596038,95.68491793269449,93.53841749032529,95.19979002584213,106.74049773050314,98.93164816511246,91.31506798694392,91.58453573186115,0.4915292741203775,2.0,0.16388835051108452,1755.0,1455.0,1525.2000000000003,1.1506687647521634,0.9539732494099132,0.0,0.95,0.4135090691710699,47,1,73.41536743829622
102,Arkansas St.,SB,24-9,93.83916931647192,148,85.63264345913055,61,0.7412415632112804,102,24.0,9.0,14.0,4.0,14-4,0.4758264097800984,0.4488696665836847,0.47538862819831557,0.4758264097800984,0.4488696665836847,0.47538862819831557,0.8514699939870379,0.8603526638867408,93.01516480105305,93.42340881593086,93.01516480105305,93.42340881593086,95.01717424180565,83.16327825902249,102.61324476877449,82.43420918251753,0.925402018413096,1.0,0.02493159727637173,1387.0,1156.0,1416.9399999999996,0.9788699592078708,0.8158425903707993,0.0,0.7777777777777778,-5.491837258147179,105,104,75.57578822884577
103,Arkansas,SEC,12-20,97.54487235049483,95,89.25366018012267,114,0.7352735966747974,103,12.0,20.0,1.0,15.0,1-15,0.7047160736115212,0.4301602987445749,0.9444038978046888,0.7047160736115212,0.4301602987445749,0.9444038978046888,0.5326416184534872,0.8558755466930619,102.54187401223881,87.2976728181966,102.54187401223881,87.2976728181966,97.4718353165721,88.21777010086211,96.78904985113722,88.55685108996607,0.7354057872710267,15.0,-0.0325439770070266,1012.0,1316.0,1209.92,0.8364189367892092,1.0876752181962444,0.0,0.0625,-6.481757766552094,119,268,73.90635399246288
104,Lindenwood,OVC,25-8,105.38961199260623,50,96.60652343208031,255,0.7311971175700686,104,25.0,8.0,16.0,4.0,16-4,0.4079934899281641,0.473083960446252,0.3432894839298316,0.4079934899281641,0.473083960446252,0.3432894839298316,0.8551750546799005,0.7454649595119585,91.76577818581048,93.69800666257464,91.76577818581048,93.69800666257464,105.64440638124648,96.41258751520083,111.24139066112394,103.983764559713,0.6847913015827748,2.0,0.023998384650470883,1450.0,1199.0,1320.5400000000002,1.098035652081724,0.9079618943765428,0.0,0.8,-4.265698087373064,96,108,65.68339065091367
105,Butler,BE,12-19,95.34746783434699,125,87.62296156247771,94,0.7254331127278926,105,12.0,19.0,6.0,14.0,6-14,0.6918924119190888,0.45711718595349426,0.8022479968081446,0.6918924119190888,0.45711718595349426,0.8022479968081446,0.6408441161718215,0.78905380898184,99.58983904491421,88.12796407294456,99.58983904491421,88.12796407294456,95.25100930225327,88.87907378207049,97.2971707274901,87.95735027307073,0.7614336382094328,6.0,-0.06885637524026672,1153.0,1322.0,1342.1800000000003,0.8590502019103248,0.9849647588251946,0.0,0.3,-9.700971329520089,176,338,67.38278487820574
106,Western Illinois,OVC,26-5,100.34020756476181,81,92.2755823812048,174,0.7238319440504344,106,26.022233027699237,5.977766972300762,16.0,4.0,16-4,0.32345239013697985,0.23223412033285903,0.34402229198984213,0.3442569642328778,0.23223412033285903,0.34402229198984213,0.8767297126599601,0.8725452413945101,90.25292575997892,95.71013987959319,91.05996958903931,95.05589337431235,99.05023420268179,91.33768864576676,109.3387441513337,91.81737912259612,0.881683086648122,1.0,0.03680564149052534,1449.0,1191.0,1394.94,1.0387543550260225,0.8538001634478902,0.0,0.8,-2.6782118337291827,80,78,68.44898710412566
107,Arizona,B12,12-18,96.73785446655458,108,89.77979961891239,124,0.7023294075097528,107,12.0,18.0,3.0,15.0,3-15,0.6757980138882123,0.31280885578505163,0.8833282828928559,0.6757980138882123,0.31280885578505163,0.8833282828928559,0.6084599852416053,0.9440474199844444,97.59255349983839,88.17495422684082,97.59255349983839,88.17495422684082,97.06237985804802,89.49167847504391,97.98073379539579,89.82328746807995,0.7309909141207009,11.0,-0.03697214288959666,1165.0,1353.0,1341.52,0.868417914007991,1.008557457212714,0.0,0.16666666666666666,-7.889330499921992,140,278,72.8646489363967
108,Abilene Christian,WAC,23-10,97.26978739469223,101,90.30119967514176,138,0.7015905388760725,108,23.0,10.0,13.0,5.0,13-5,0.3973018346972714,0.33028379642002376,0.43505990198113564,0.3973018346972714,0.33028379642002376,0.43505990198113564,0.8907524079910818,0.8698315311932994,91.09226418881578,93.15572258942444,91.09226418881578,93.15572258942444,99.3488462333932,91.70261883238265,103.70347223598466,89.47998363414733,0.8450754135741606,1.0,-0.04643459374888603,1243.0,1117.0,1256.8599999999997,0.988972518816734,0.88872268987795,0.0,0.7222222222222222,-7.38344840772244,134,300,67.42919868596488
109,Hawaii,BW,22-11,92.18487744044936,173,85.65530291620532,62,0.6994850789179919,109,22.0,11.0,14.0,6.0,14-6,0.4306852630004895,0.5016856604464337,0.36712198939032664,0.4306852630004895,0.5016856604464337,0.36712198939032664,0.8851018471196612,0.8631544986461513,91.66895863079546,94.07046787889311,91.66895863079546,94.07046787889311,92.53841096975782,85.33105179381725,0.0,0.0,0.0,0.0,-0.04842469414245332,1301.0,1090.0,1349.18,0.9642894202404423,0.8078981307164351,0.0,0.7,-8.31716498849055,144,302,65.91393811611252
110,New Mexico,MWC,22-10,96.63275173968869,109,89.81243195668272,125,0.6988304397787464,110,22.0,10.0,14.0,6.0,14-6,0.4699163714864665,0.41665230700563066,0.4886628826287646,0.4699163714864665,0.41665230700563066,0.4886628826287646,0.8242084496979076,0.7970640920590802,91.40363910170383,92.68984579568813,91.40363910170383,92.68984579568813,99.27694753600115,93.4569908531569,96.4365798231602,92.79659710340138,0.6088473321996655,2.0,0.028965201414240527,1303.0,1211.0,1325.52,0.9830104411853462,0.9136037177862273,0.0,0.7,-5.702601516600796,110,90,68.10057699333099
111,Northwestern,B10,8-21,100.8301267592844,79,93.74842168381305,207,0.6979293858704528,111,8.0,21.0,2.0,16.0,2-16,0.7844947866967092,0.541034328781142,0.9332761776451112,0.7844947866967092,0.541034328781142,0.9332761776451112,0.46624031452133974,0.8041307985482788,105.69980293680922,85.76688856757514,105.69980293680922,85.76688856757514,102.25869652327202,92.89665647287246,104.48122325024408,95.73055765741914,0.7322175791229496,15.0,-0.03300435984948047,1152.0,1439.0,1272.9,0.9050200329955219,1.1304894335768716,0.0,0.1111111111111111,-7.070067854109445,125,270,68.92671029018031
112,UC San Diego,BW,24-8,95.64270656071508,122,89.40919091313438,117,0.6846130560292369,112,24.01573434748666,8.98426565251334,17.0,3.0,17-3,0.3896759878131558,0.39135317364661243,0.36859824243402184,0.4078923599856363,0.39135317364661243,0.36859824243402184,0.8547149429913682,0.8351201117159579,90.17369295272789,94.04290056989113,90.93866248902174,93.48887127251531,97.2895743736814,90.09123080902526,90.1238341128898,71.33139302713306,0.9363895337655201,1.0,0.02266517944859725,1443.0,1237.0,1445.4199999999998,0.9983257461499081,0.8558066167619102,0.0,0.85,-5.120939745539177,102,115,70.23073914127153
113,Cal Baptist,WAC,23-10,97.4608178743631,97,91.19752924962572,155,0.6821912327548698,113,23.001181734129755,10.998818265870245,15.0,3.0,15-3,0.45228908757171893,0.4591786359314976,0.43790429458870467,0.46837784267528787,0.4591786359314976,0.43790429458870467,0.84181370979248,0.8227629777957826,91.18864750153173,92.46618563564394,92.47224151554643,91.8534277566858,101.68169751267384,94.21762932336362,90.7864402986618,83.88484787633719,0.7128460092236616,1.0,0.010337444006183638,1369.0,1213.0,1343.0,1.0193596425912137,0.9032017870439315,0.0,0.8333333333333334,-6.793452089420295,121,150,72.79528457690236
114,Boise St.,MWC,25-9,97.60969482537183,94,91.38443624664194,159,0.6808908578056592,114,25.0,9.0,14.0,6.0,14-6,0.45391196952981927,0.4280020782379506,0.4778788039220023,0.45391196952981927,0.4280020782379506,0.4778788039220023,0.8498089458398056,0.826185837323115,91.07908495849081,92.24328586613079,91.07908495849081,92.24328586613079,97.67667446185042,90.90632292910834,94.9880293883275,108.6214008566527,0.1761936116907675,2.0,0.06039773477883836,1368.0,1235.0,1399.18,0.9777155190897525,0.8826598436226932,0.0,0.7,-5.1550484825586675,103,35,69.9068535498084
115,Central Arkansas,ASun,21-11,93.32706915011588,151,87.49268497986114,91,0.6775166395241723,115,21.0,11.0,13.0,5.0,13-5,0.3693555418075488,0.4114227338357261,0.3348487467607729,0.3693555418075488,0.4114227338357261,0.3348487467607729,0.8953773018626436,0.8469615233915052,89.37072892203136,95.2460279091718,89.37072892203136,95.2460279091718,93.38430553452054,88.13927230532086,0.0,0.0,0.0,0.0,-0.08083653072844488,1218.0,1010.0,1231.7,0.9888771616465047,0.8200048713160671,0.0,0.7222222222222222,-8.68311754751874,153,344,67.13025542232394
116,Providence,BE,15-18,92.68512772445646,165,87.09208979140939,83,0.6716776361604102,116,15.0,18.0,7.0,13.0,7-13,0.6513910043389692,0.3502767188515527,0.8075862927649814,0.6513910043389692,0.3502767188515527,0.8075862927649814,0.6578858065825561,0.8525088296524335,98.17384856284025,88.18385568917506,98.17384856284025,88.18385568917506,93.82970228289624,88.795549294067,100.38911616922901,90.14006119891083,0.7752896837651941,6.0,-9.249777684872118e-05,1186.0,1358.0,1389.06,0.8538148100154062,0.9776395548068478,0.0,0.35,-8.402167481624492,145,173,67.81159170448164
117,Southern Indiana,OVC,21-10,94.42919507768698,135,88.78117076196884,105,0.6702399800629034,117,21.0,10.0,14.0,6.0,14-6,0.3658876472383931,0.36384249811931,0.3493438451325071,0.3658876472383931,0.36384249811931,0.3493438451325071,0.8922348850243307,0.8458941014029429,91.76570935909281,94.84344991296273,91.76570935909281,94.84344991296273,93.57803018334926,89.01251405302692,77.58478485454772,87.5457466634793,0.19955361577302602,1.0,-0.06260510519672002,1353.0,1199.0,1393.3400000000001,0.9710479854163376,0.8605221984583805,0.0,0.7,-7.4877777485253,135,325,68.54302890748254
118,Belmont,MVC,20-12,96.05665633907948,120,90.36180533162941,140,0.6688171232628756,118,20.0,12.0,16.0,4.0,16-4,0.5049337169291266,0.7650919105524402,0.3759543507270766,0.5049337169291266,0.7650919105524402,0.3759543507270766,0.7682848851687696,0.4885660739721364,96.00965135610194,93.66360668111142,96.00965135610194,93.66360668111142,94.97132690633262,90.81401332744453,99.1104784476093,81.5603957086136,0.9038931710658351,5.0,0.025081500314622307,1482.0,1289.0,1455.1999999999998,1.0184167124793844,0.8857888949972513,0.0,0.8,-5.686056355141839,109,100,68.84871799328408
119,Portland,WCC,18-14,91.58508681199805,182,86.17448234053836,67,0.6682509510811224,119,18.0,14.0,11.0,7.0,11-7,0.5346114394601953,0.4833491455449626,0.5613194474906285,0.5346114394601953,0.4833491455449626,0.5613194474906285,0.7818502707631417,0.7507136434356833,95.21079214437226,91.77081754413965,95.21079214437226,91.77081754413965,90.49976349734138,85.69250600581688,86.91077136290319,84.45523220503361,0.5816606726466088,2.0,-0.011853773643028087,1203.0,1158.0,1320.9399999999998,0.9107150968249884,0.8766484473178192,0.0,0.6111111111111112,-8.539532540722588,150,206,71.78975082110455
120,Pepperdine,WCC,19-12,97.74207211631958,93,92.17165454931474,173,0.662580164189486,120,19.0,12.0,10.0,8.0,10-8,0.4854749533913763,0.42436562745878276,0.5220402482677838,0.4854749533913763,0.42436562745878276,0.5220402482677838,0.8350926370520839,0.8364388535685765,92.9143480988458,91.92887313834653,92.9143480988458,91.92887313834653,98.216277826135,91.00471342836906,95.12453716403405,101.04610231037113,0.3330363092626151,1.0,-0.015322978841328272,1261.0,1171.0,1275.1,0.9889420437612737,0.9183593443651479,0.0,0.5555555555555556,-8.141376122338956,142,217,69.05431255942851
121,Eastern Kentucky,ASun,24-8,93.23742731254163,153,88.05494890054024,98,0.6587354662488615,121,24.237318018036987,8.762681981963013,15.0,3.0,15-3,0.3230617267376901,0.3079100728367622,0.32336908810937026,0.34013449628805154,0.3079100728367622,0.32336908810937026,0.8955359749086111,0.8738693814464688,88.28557544664753,96.56456096085809,88.74415183766426,96.21497239021154,96.41430038497974,89.84407372480453,84.06156980003227,71.36846188828233,0.8678951045333869,1.0,-0.017129196448682382,1320.0,1037.0,1270.74,1.038764814202748,0.8160599335820073,0.0,0.8333333333333334,-5.657738321826604,107,222,70.32046861056965
122,Wake Forest,ACC,14-17,96.20295829261931,117,90.91180476551511,148,0.6571361688696211,122,14.0,17.0,4.0,14.0,4-14,0.6064129507448908,0.2309580565938323,0.838916894815913,0.6064129507448908,0.2309580565938323,0.838916894815913,0.6388900445261341,0.9523772381960915,96.48834760186946,90.02684719453472,96.48834760186946,90.02684719453472,99.19573270596946,90.95991420181207,98.5281966891961,91.88996912956874,0.6904310541737468,13.0,-0.013058148621170773,1153.0,1331.0,1279.88,0.9008657061599524,1.039941244491671,0.0,0.2222222222222222,-7.286428757076011,130,210,67.45449453416097
123,Charleston,CAA,27-5,97.42478698600863,98,92.37505234558657,179,0.6484134830870601,123,27.007432316527584,5.992567683472415,16.0,2.0,16-2,0.26997500092060506,0.36125954042612124,0.22102124566114262,0.29194290427483827,0.36125954042612124,0.22102124566114262,0.8925186506224752,0.833232719715557,86.65221488258159,95.3891448213938,87.52868069120741,94.6326768850084,97.49181469992384,94.35691290862397,83.42434164905993,80.97789934997819,0.5847453304712049,1.0,0.04253870018138817,1306.0,1062.0,1250.98,1.0439815184895043,0.8489344354026443,0.0,0.8888888888888888,-3.0691799331548206,83,68,69.54904384168421
124,Marshall,SB,23-9,98.33609014810045,91,93.38773441688804,198,0.6442268314746158,124,23.0,9.0,13.0,5.0,13-5,0.48069583188125153,0.38160338489600054,0.5546785596466199,0.48069583188125153,0.38160338489600054,0.5546785596466199,0.8174204627747232,0.8226130486843903,93.65594759447232,92.58038499237793,93.65594759447232,92.58038499237793,100.89452608236516,95.86993085485315,86.16337599358022,87.77725973989692,0.44684946920026886,4.0,0.10777968601752774,1311.0,1242.0,1282.52,1.0222062813835262,0.9684059507843933,0.0,0.7222222222222222,-4.463046908799814,98,8,67.2764750324341
125,UTSA,Amer,18-15,88.47195717871885,229,84.05616830883616,49,0.6430907868689015,125,18.00048806077094,15.999511939229059,9.0,9.0,9-9,0.5709657826526421,0.5430843175638448,0.55645686461921,0.5835744076168465,0.5430843175638448,0.55645686461921,0.7604983480054094,0.7102427493385884,93.63191071740584,90.2077906968016,94.70966580629441,89.42969081054913,88.78075574597335,87.38803449407762,91.00450574531014,85.78460975013223,0.6635820280210658,2.0,0.011971312081959007,1078.0,1080.0,1237.7199999999998,0.8709562744400997,0.8725721487897102,0.0,0.5,-9.520570812215244,172,143,66.03539647693151
126,Navy,Pat,22-8,94.90517811061432,129,90.44647683655548,141,0.6349194431476349,126,22.151231287696824,8.848768712303178,15.0,2.0,15-2,0.27904067055594517,0.37549790541634365,0.2242299812282983,0.29861292847634224,0.37549790541634365,0.2242299812282983,0.8914934649423579,0.8187605407820736,87.76660866636554,96.83604125956855,88.10402081637478,96.33876742088044,96.25771107322754,88.450880808957,102.3676830283577,78.76583444785999,0.9532050602350685,2.0,-0.048764528535068075,1192.0,942.0,1164.48,1.0236328661720253,0.8089447650453421,0.0,0.8823529411764706,-5.853358411572598,111,304,69.92718489036633
127,Missouri St.,CUSA,22-12,90.7915906769407,192,86.9827452487377,79,0.6207786109748713,127,22.672542636031217,12.327457363968783,11.0,7.0,11-7,0.470211313796884,0.5375563082868342,0.4002632503789463,0.46944895182507634,0.5375563082868342,0.4002632503789463,0.8737093321535273,0.8412697884438208,91.42113197924044,92.32618448260058,91.50807645239017,92.44103993693392,92.07054232370763,89.25071586144861,0.0,0.0,0.0,0.0,0.023043015168175973,1183.0,1055.0,1247.38,0.9483878208725488,0.8457727396623321,0.0,0.6111111111111112,-8.91734301260858,157,113,69.86955768831447
128,Fairleigh Dickinson,NEC,30-4,95.29267751487676,126,91.31634671509941,158,0.6201456061945433,128,30.009557757529386,4.990442242470612,18.0,0.0,18-0,0.15021746669523747,0.30957671492730954,0.050527372915175096,0.17428598127874037,0.30957671492730954,0.050527372915175096,0.9159863577309773,0.8578270770766233,83.1465207515868,102.19017079318446,84.15074188384447,101.39456696776506,95.02865137051988,91.4036493739994,88.6360808997988,107.5300224554448,0.09777831753604145,1.0,0.004024334915492034,1259.0,866.0,1137.4,1.1069104976261648,0.761385616317918,0.0,1.0,-2.391688091058543,73,163,63.17280053361199
129,Penn,Ivy,17-10,94.32387752556257,136,90.53007463324032,143,0.61588089501884,129,17.0,10.0,7.0,7.0,7-7,0.4457963351108669,0.3587489951747739,0.5266260079086676,0.4457963351108669,0.3587489951747739,0.5266260079086676,0.8146072613944624,0.8692652121375359,92.4967211900619,91.54582253405357,92.4967211900619,91.54582253405357,94.02590994451613,92.30848937247158,109.85318540806095,88.83656258301107,0.9199733234013323,2.0,0.007856123106312674,878.0,855.0,934.6599999999999,0.9393790255279997,0.9147711467271522,0.0,0.5,-5.958706874588894,115,155,65.98563857536524
130,East Carolina,Amer,22-10,94.02532139730681,145,90.25913493170751,136,0.6154102868389048,130,22.0,10.0,14.0,4.0,14-4,0.4453623252725522,0.36689419637774195,0.49104883716244113,0.4453623252725522,0.36689419637774195,0.49104883716244113,0.8818797451615645,0.8999421372357441,90.1980773104443,92.87460861539282,90.1980773104443,92.87460861539282,96.54670235315717,89.10515444386701,100.20546553249956,98.0927147592495,0.5609604193721619,1.0,0.04457787460915941,1301.0,1174.0,1351.64,0.9625344026515935,0.8685744724926755,0.0,0.7777777777777778,-7.347890964155298,133,66,72.2503409273993
131,South Dakota,Sum,23-9,93.27077034846732,152,89.56685964202691,118,0.6144356244614544,131,23.0,9.0,12.0,4.0,12-4,0.36126017008465716,0.31262471956930943,0.3807135733320053,0.36126017008465716,0.31262471956930943,0.3807135733320053,0.8577445665444916,0.8897683030920336,91.3486406469423,95.8439041679953,91.3486406469423,95.8439041679953,93.40715860008446,91.13644185446564,91.86372506512518,91.16461622398461,0.5219491246099927,2.0,0.028729078194499547,1063.0,987.0,1095.1,0.9706876084375857,0.9012875536480688,0.0,0.75,-5.528724642840793,106,92,67.63082947646436
132,Purdue Fort Wayne,Horz,20-13,93.22707048985374,154,89.61396482181172,120,0.611722903566458,132,20.0,13.0,12.0,8.0,12-8,0.4016246706195331,0.47788080219251716,0.35644930534314956,0.4016246706195331,0.47788080219251716,0.35644930534314956,0.8625256169909054,0.7549867460607814,91.86708595597828,94.53861062753187,91.86708595597828,94.53861062753187,94.31622820983992,92.6563554883052,87.07515198694591,85.0081839542418,0.5686330793949743,2.0,-0.06352324764723771,1443.0,1328.0,1466.6800000000003,0.9838546922300705,0.9054463141244169,0.0,0.6,-9.43492208633955,170,327,71.32085672081568
133,Grand Canyon,MWC,13-19,91.11029532620203,187,87.58672321426252,93,0.6114891033389562,133,13.0,19.0,11.0,9.0,11-9,0.58615411390099,0.7093488870248332,0.5327339531586297,0.58615411390099,0.7093488870248332,0.5327339531586297,0.7550203384218999,0.6210820701432176,95.0572636023534,89.9616544448896,95.0572636023534,89.9616544448896,90.85648738774574,86.83356939814274,96.86593810646214,90.87108074278892,0.6758337349945251,3.0,-0.0865054861254077,1307.0,1225.0,1432.84,0.9121744228246002,0.8549454230758494,0.0,0.55,-12.791238831241373,225,348,71.4512730474021
